File Length,C# character-level grammar parse time (seconds),C# character-level grammar reachable SPPF node count,C# character-level grammar full SPPF node count,C# character-level grammar reachable SPPF edge count,C# character-level grammar full SPPF edge count,C# character-level grammar reachable non-token SPPF node count,C# character-level grammar full non-token SPPF node count,C# character-level grammar reachable non-token SPPF edge count,C# character-level grammar full SPPF non-token edge count,C# character-level grammar ambiguity node count,C# character-level grammar GSS node count,C# character-level grammar GSS edge count,C# character-level grammar descriptor count,C# w/o lexical disambiguation output triple set size,C# w/o lexical disambiguation output no. of tokenisations,C# w/o lexical disambiguation lex time (seconds),C# w/o lexical disambiguation parse time (seconds),C# w/o lexical disambiguation total time (seconds),C# w/o lexical disambiguation reachable SPPF node count,C# w/o lexical disambiguation full SPPF node count,C# w/o lexical disambiguation reachable SPPF edge count,C# w/o lexical disambiguation full SPPF edge count,C# w/o lexical disambiguation ambiguity node count,C# w/o lexical disambiguation GSS node count,C# w/o lexical disambiguation GSS edge count,C# w/o lexical disambiguation descriptor count,C# with full lexical disambiguation output triple set size,C# with full lexical disambiguation output no. of tokenisations,C# with full lexical disambiguation lex time (seconds),C# with full lexical disambiguation parse time (seconds),C# with full lexical disambiguation total time (seconds),C# with full lexical disambiguation reachable SPPF node count,C# with full lexical disambiguation full SPPF node count,C# with full lexical disambiguation reachable SPPF edge count,C# with full lexical disambiguation full SPPF edge count,C# with full lexical disambiguation ambiguity node count,C# with full lexical disambiguation GSS node count,C# with full lexical disambiguation GSS edge count,C# with full lexical disambiguation descriptor count
415,0.36906565100000005,3369,16999,3509,21446,1544,13393,1615,16420,896,19069,38272,73872,1290,3568034472544804141482596751539240625749499404673151798567428843110400,0.040270047,0.12526612,0.165536167,1544,9247,1615,11059,718,4667,9969,29296,113,1,0.060663274,0.076452435,0.137115709,1226,1791,1230,1952,15,2472,5919,10100
714,0.28310530700000003,5930,24739,6177,30597,2275,17883,2410,20764,1280,19876,38704,79580,2453,9495233837510814592088094997346091135422416053610111826282636436535407248419626688446109686137660483611909679638370058240000,0.056651664000000004,0.12969491600000002,0.18634658,2275,12124,2410,14563,1169,4234,9114,30926,164,1,0.07401386600000001,0.091686212,0.165700078,1784,2532,1823,2759,61,2588,6090,12011
405,0.33418109900000004,3508,14646,3861,19080,1216,10684,1279,13360,728,23665,48526,77787,920,14884509495557454149650668186394072992004556665651200,0.03443582,0.13088454200000002,0.165320362,1216,7183,1279,8587,570,3368,6699,20897,125,1,0.049921291000000007,0.080758125,0.13067941600000002,910,1396,934,1569,35,1417,3138,5881
1309,0.656159601,11537,52190,12251,66832,5165,38354,5502,45976,2353,51421,102405,198561,4536,387485950889970113850159565146590707491996515782008681233342476443431618668535221372172186446849591655428487246889388840252833930508125746188522659033663958174757647439108342639689361663107910891362527802734673920000000000000,0.080304057,0.21695028400000002,0.29725434100000003,5165,25152,5502,30201,2013,10974,23873,75151,355,1,0.14494977,0.13931149,0.28426126,3557,5288,3634,5830,134,6024,14677,27072
281,0.225187982,2326,10441,2455,13079,1088,8014,1166,9669,564,16502,32977,54447,593,25984487178447312844562898996323942400,0.024637978,0.10158550300000001,0.126223481,1088,5432,1166,6472,474,2543,5259,15755,89,1,0.036921089000000004,0.068995859,0.10591694800000001,781,1278,794,1416,32,1348,3095,5867
402,0.178606126,4110,11096,4280,13304,2171,8346,2251,9667,461,15649,29213,53329,861,5953451756256534070373429409559831871490097152000000,0.033818938,0.10752844700000001,0.14134738500000002,2171,5654,2251,6595,397,3663,8532,20682,148,1,0.051704419,0.088206882,0.13991130100000002,1842,2297,1851,2439,20,2702,6639,12756
271,0.062242641,2094,9678,2148,11968,834,7242,873,8518,532,8622,16954,33938,772,181073195317014349717731422422231576215552000,0.026468438,0.11026736000000001,0.13673579800000002,834,5059,873,6134,491,1929,4265,13552,68,1,0.045106371000000006,0.098541791,0.143648162,788,1154,817,1283,36,1331,3194,5926
323,0.10049065900000001,2763,7983,2817,9626,1301,5788,1320,6733,281,11404,21349,38927,873,3442210028274162537124042619881731742557284597760,0.030424310000000003,0.11528069,0.145705,1301,3688,1320,4282,242,2599,6058,14252,99,1,0.052897818000000006,0.077407798,0.130305616,1209,1420,1208,1489,0,1689,4469,8447
386,0.28114709600000004,2847,12702,2875,15548,1083,9273,1097,10728,653,12917,24167,46232,967,2206669963571632919314004543742760225013003233473331200,0.038733668000000006,0.12723167700000002,0.16596534500000001,1083,6242,1097,7487,599,2414,5226,16156,114,1,0.043605925000000004,0.067237934,0.110843859,1060,1665,1069,1814,35,1512,3660,7432
690,0.59864918,7409,23801,7889,29366,4077,18537,4311,22238,1235,33915,65456,118999,1357,941945183453058889531334790124810089292200387366660331616042068254393853437542400000000000,0.041415796000000005,0.13927402800000002,0.180689824,4077,13273,4311,15826,1060,7706,17227,45971,238,1,0.06033022800000001,0.09308097400000001,0.153411202,2936,3662,2965,3920,40,4800,11996,21528
949,0.422653751,9003,27150,9304,32697,4790,20789,4933,24355,1164,42697,79605,143553,1890,108035030790149222991050179588206243319383021632655759292343098370808716246418477531572142184857600000000000000000000,0.049971646,0.19082885000000002,0.240800496,4790,14461,4933,16953,976,9343,21569,54490,370,1,0.120414161,0.12475807600000001,0.24517223700000002,4287,5334,4340,5700,61,6079,15741,30118
370,0.201664742,2835,14556,2882,18007,1000,10824,1034,12727,812,11335,22636,46913,944,66746377754792283110567006434244660947815884389544361984000,0.028951309,0.106304511,0.13525582,1000,7753,1034,9372,745,2776,5940,19763,95,1,0.043604961000000005,0.09611562000000001,0.139720581,948,1652,972,1839,52,1679,3947,7593
625,0.270060752,4989,19095,5102,23344,2051,13821,2089,16382,937,24223,45295,84267,1145,18324263244754121699874743293322453551835738623921847460601874350080000000,0.037984131000000004,0.13243944700000002,0.17042357800000002,2051,9507,2089,11296,770,5525,12229,31821,153,1,0.049988050000000006,0.09221156500000001,0.142199615,1889,2256,1888,2369,0,2813,7498,13752
826,0.308285617,7449,23083,7748,27888,2884,16113,3014,18567,1152,19613,37268,76126,1709,105509382883520670797670054252145528380214161131232373492700148516489448682670980255604893146310246400000,0.043775331,0.158170013,0.201945344,2884,11460,3014,13659,1087,5067,11631,34209,198,1,0.07105481500000001,0.08467411700000001,0.15572893200000001,2252,2953,2271,3143,47,3417,8630,16352
1478,0.507136969,11257,56500,11530,71671,4237,40402,4410,47583,2630,42889,81670,171875,5933,147519353620686204482697797963472138693149049368974690042935844665998690809604783225696791253581584246106699573800735885580296483735581023741913151349860563314545992294689157642882372577971573995106374780094589619504557652031440198873942983117373440000000000000,0.119050609,0.320554547,0.43960515600000005,4237,26243,4410,31426,2298,10306,21485,71327,370,1,0.136656292,0.14055467400000002,0.277210966,3718,5923,3805,6591,162,6654,14789,28667
39,0.028254125,421,1148,442,1487,243,947,258,1236,38,2152,4497,6759,128,525312,0.008960622000000001,0.069036848,0.07799747,243,413,258,470,28,365,805,1850,14,1,0.016318955,0.041491755000000005,0.05781071,220,280,230,307,11,305,691,1394
163,0.052367078000000004,1208,7014,1244,8913,471,5399,500,6508,382,5148,10703,22557,749,5943298870154359039513687857561600,0.021895459000000003,0.10383642600000001,0.12573188500000002,471,3621,500,4446,350,1296,2897,9418,33,1,0.036373811,0.069359669,0.10573348,442,583,466,664,21,818,2011,3473
12371,4.6439448830000005,145119,495224,160724,615363,71627,368219,79025,429741,25731,430120,806267,1685451,38855,2998462392772232414015276953621999472462926158695581081719327803679570423220691138340725343005355283023096376339075693263867977983830231062663278678914986529797624616172512186409270702674796732951413064850291458544407689149846062221070943188518054184086105427531532586053665812328119333993867265424833768472895263498108677585184116577576734218015665408990118077362614295512270449918906851772475756139244526247419886148291075784274573959131612876802571866493768458630919197511666514128670690483523318340406844911845932282393430648029263184555785844208634393881943238382868200921514542920120369518904401904678602454512838798598310986624296238273435219084108952038263523406319033036011628729726992258714658183890991695363119476705983529453599189474413574280375844284779441858664157054308534977752651683612511101911214176182175794426731827063557817132606232913552761244272939378649436004541485837104677061728544216720447046178292174766737011444990463199801833079052802648075600780267312208399540823395059347629279941246591819805753827850480267483098058075676599391390477145853452032136793522253204347048953096658607356545677740702501347817207956479945892044341320591686413913084332200603804916751328014280077024391121657531731044022919734380904601491960850597876214519035094347876196934823112218413977219213212481832023608360914977805931665616410760729107582193772666981228952863408502547097983825162610559876041071799805394135601012343186721310400797251562026513136543212404506263831716540645232347722629836260898857046157040197269267547809344195043111537221718679181050460084940437679167851728692968514371222172766912951726097948621174627875878634380114033172684228986948109520604165050060023906638689743956384462231775371562167867405809819814451692022152689842757850601207624057176146577028563108044736250564675028709147849387067984256279286417322850385920000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.352152717,1.6630842680000002,2.015236985,71627,247578,79025,297230,22727,100097,213610,679754,3409,128,0.5955112290000001,0.875822402,1.471333631,35954,49623,36163,52911,442,54969,134298,253284
82,0.038438179,758,3236,811,4163,392,2615,416,3318,157,4427,8929,15977,155,34323886080,0.012137797,0.083065346,0.095203143,392,1764,416,2111,125,964,2075,5962,30,1,0.019462594,0.045556145000000006,0.065018739,272,351,271,368,0,481,1156,2017
764,0.40915525700000005,9253,18201,9413,21174,5547,13832,5571,15905,363,32764,63244,112432,1484,47512205955086773700400190961734113833291996951135208524134433187625134592871733657600000,0.051984868000000004,0.155287339,0.207272207,5547,9628,5571,10638,297,8357,22414,49416,318,1,0.0621984,0.118588598,0.180786998,5440,6113,5439,6398,0,7182,20218,39313
636,0.39006516100000005,5210,18023,5354,22034,2068,13479,2150,15941,670,19772,40126,76646,2267,2244448166843520542761703500437638098784779692424635930009124040160599842038302810363257033195099160826305384357560320,0.049916369,0.13014403000000002,0.180060399,2068,8566,2150,10038,587,5246,11326,34150,157,1,0.0696238,0.09491200100000001,0.164535801,1714,2319,1738,2530,23,3882,8743,16800
568,0.433699867,5661,23730,6105,30034,2799,18471,3044,22658,1324,25768,52153,99225,1246,101604723079981179729254104619654913532785024368864185801418199039671216898048000000000,0.044516583000000005,0.129167914,0.17368449700000002,2799,13189,3044,16034,1150,6169,13281,39743,171,16,0.082863635,0.08745935,0.170322985,1693,2500,1722,2732,52,3573,8490,13951
2891,0.48650295400000004,20248,61652,20523,72871,5562,41270,5721,45757,2476,43427,82002,190770,17137,26814255379264696250412412161741428399573477564827982015985617487374302946518810045461905360266163379827604388740624785154851765441062818885565596075208569169958621646152806527711306739012302050530876951562785161807486631586512310782567026353159622759420040042374728897813026206320665950114937950549867038784031904196486302104857365625283951068045978423905006181656617959122543996624326233173063320801529085255093513469764537548459823945774510745469184662887442739298383144096575175831664913738510780959675482413852238859677984827251270215189647232860160000000000000000000000000000,0.143556449,0.44175139900000004,0.585307848,5562,24991,5721,29840,2336,9156,21370,68097,436,1,0.23126489200000003,0.120331592,0.35159648400000004,4848,6335,4897,6763,115,6545,16734,33804
1941,1.179769381,18965,128792,21362,164529,7447,104251,8350,125973,4722,76649,172023,455325,11655,7935620723838684193918661984029195895370240162016818539212249984060701456585198659177406941586306303654953996144180846628282147995929329561158698890466126343854709330167989785604752663065303239606951058631313386453303125925644573624087216630960041889393069712951263398601078870263681313175874833098597065986845186850799852904900781907702271699062617848559117638205855405789308833580936373248593808588800000000000000000,0.11120518700000001,0.44143041400000005,0.5526356010000001,7447,71641,8350,84103,4097,20299,42318,195343,328,128,0.183217665,0.119855022,0.303072687,2754,4724,2828,5399,95,7559,18582,28926
995,0.450345859,8968,36510,9319,45347,4568,28335,4718,34166,1790,44742,86161,164382,2299,1168775974498915249315636646662946113549174512612055250839135986177045918538800204023243682342859034849708724487712906146417571685068257656919157637120,0.054463215,0.180949635,0.23541285,4568,20123,4718,23889,1508,11351,24944,68988,331,1,0.080544775,0.13384779800000002,0.214392573,3815,4860,3814,5128,0,6400,16024,28784
259,0.175561509,2305,9034,2389,11168,1216,7096,1246,8545,430,14217,27150,48246,520,3611802505778492676491913147187200,0.026526712,0.11604707,0.142573782,1216,4926,1246,5819,354,3088,6892,17974,91,1,0.047323670000000005,0.073003148,0.120326818,1057,1406,1056,1505,15,1724,4407,8192
323,0.21948642200000001,2645,13430,2788,16922,1062,10279,1140,12396,716,13333,26513,50619,841,6665344360375019420214053845671970858189455360000,0.029618842000000003,0.12325793,0.15287677200000002,1062,7106,1140,8618,651,2248,4470,17364,81,1,0.044793932,0.078208342,0.12300227400000001,694,1162,708,1290,40,1095,2380,4767
350,0.14848661700000002,2602,12328,2656,15225,920,9174,964,10847,679,10757,21263,42756,912,24316061864099414792157948773882193302027916804096000000,0.027664851,0.10273515700000001,0.130400008,920,6506,964,7855,619,2434,5198,17159,87,1,0.041671154,0.077188774,0.118859928,868,1436,902,1620,52,1538,3569,6631
2195,0.650629325,18774,73928,19241,88916,6683,51792,6984,57511,3624,44334,81810,197692,6389,44285972549586637610810321361455416705670523897843810778695462926700491547452396990390531607154793607124325902132878438997756642461425244144676352877030242319045384452516023397618811466853327462391276488743479446239136607684098497342312430095380293359481775833988357834094323115715129446159753765684046221204521624023816142340824760320000000000000,0.09207854900000001,0.205382482,0.29746103100000004,6683,34810,6984,41479,3503,11633,24837,82655,511,1,0.19825219600000002,0.166537227,0.364789423,5707,8900,5816,9678,272,8419,19244,39894
1029,0.27928851200000004,8187,36645,8252,44319,2741,25922,2785,29213,2010,24930,45591,101511,2482,31304266418677230102357393245010515767955747962609467684026805670918007832375311772507530977648819967842613237818753794648358020788097568997376000000,0.07754960100000001,0.137586696,0.215136297,2741,18409,2785,22119,1947,6035,12742,42912,258,1,0.08212572700000001,0.09463379400000001,0.176759521,2685,4609,2719,5046,147,4111,9414,19655
284,0.07425276900000001,1970,8230,1979,10066,566,5769,570,6673,371,6905,13828,27479,786,802717050320899424660835042238014440236646400,0.024995207000000002,0.104696229,0.12969143600000002,566,3686,570,4397,334,1448,3178,9714,63,1,0.038005692,0.078833607,0.11683929900000001,543,900,542,982,15,886,2165,4196
494,0.210584176,3998,15196,4206,18960,1508,11456,1629,13892,740,13165,25608,53497,2159,17152499861892273135364723771918607433175960240544604208153988996268876663343766568960000000,0.040630319000000005,0.106358543,0.146988862,1508,7554,1629,9139,655,2864,6225,20870,111,1,0.070416003,0.078982755,0.14939875800000002,1138,1670,1192,1871,54,1791,4265,8040
2028,0.605462091,14959,74351,15315,94156,5276,50990,5459,59211,3546,57054,102505,215107,6787,1145402766518869213560460794107458103279293849286404727208071323857501855575169052633232293992511272854240560011987493191202646203880469029958111245947852657621538015046293625703784806879250832962879579061364109846858891714393865084913582631164906306892495311378473434527663263299395242647004357697180721479680000000000000000,0.09143335100000001,0.34295425900000004,0.43438761000000004,5276,32832,5459,39259,3127,11366,23332,78313,505,1,0.196125613,0.14935579000000002,0.345481403,4510,7159,4544,7781,163,6652,15146,30709
1222,0.42023062600000005,8888,46851,9012,57656,2837,32695,2926,36310,2344,26887,52024,121947,5552,401391116221275010027058613191111728506383074765671313230849700984269865347704920500251389430070367917001217012570060417895529964174416299403261807626373025081744254300180433055456565110503407330142015951817192505344000000000000,0.07273293,0.166225276,0.238958206,2837,20773,2926,25191,2237,6545,14475,50100,223,1,0.10454941100000001,0.08021866200000001,0.184768073,2693,4080,2752,4452,111,4091,9867,19750
1744,0.442520383,12646,60353,12807,73645,4050,41359,4149,45232,2815,38945,73341,165981,8120,1327105871655556609989162069482914282194405278462388375373918647031905640066432331481980854330169446287854843687744833200190555222496080797466962943756508902822786385349639222646856610317076340559791074591177304866296566473884373688014295662897085846554331965315173122131447620423840001059663483240448000000000000000000,0.11767744200000001,0.299733705,0.41741114700000004,4050,25205,4149,30392,2687,9026,20123,63530,328,1,0.137237412,0.090012432,0.227249844,3814,5540,3863,5967,125,5690,13613,27340
388,0.32691922300000004,3150,15401,3333,19503,1366,12230,1470,15112,839,15166,31531,62828,1687,6189907686718281664750692166085455245492509530414150961389844475936768000,0.050694884,0.142326382,0.19302126600000002,1366,8795,1470,10604,705,3729,8192,26548,88,1,0.054526837,0.064846017,0.11937285400000001,963,1404,996,1564,28,1922,4788,8193
599,0.341495462,5658,23487,6075,29459,2634,18265,2902,22169,1323,20930,41741,85184,1633,346808450820167490581897998402690578377658419580043540629121708791172523890449177378816000000000000,0.041163343000000005,0.12034918200000001,0.16151252500000002,2634,13172,2902,15977,1163,4947,10657,36007,156,1,0.058615419,0.07880136900000001,0.137416788,1715,2613,1799,2925,86,2974,7002,12974
542,0.36615984700000004,4245,19640,4362,24313,1840,15033,1911,17865,1019,21405,41666,79191,1376,144822410077566415704247212179295629555897575933163823307235170914815942905036800000,0.040508849,0.12028377900000001,0.16079262800000002,1840,10216,1911,12244,911,4369,9391,29181,161,1,0.05592718000000001,0.071916251,0.127843431,1683,2418,1722,2659,52,2559,6063,11595
1868,0.501393602,15007,69962,15093,84677,4780,49460,4854,55694,3915,38607,72997,174486,4276,39675750987059688167410102943072943537992891279892374080041140515775308892323743647455694763854521505471676980998858713835883159878559155525836947262501652371940355323156729910183153875793346158763756121356518648794355744805700387239103786487443081710796800000000,0.07226444800000001,0.21679896,0.289063408,4780,35489,4854,42694,3796,10788,22491,80017,437,1,0.143496017,0.14205620700000002,0.285552224,4728,8690,4792,9568,312,7552,16814,35871
744,0.329558377,6720,22209,6973,26772,2998,16271,3125,18800,1074,26310,48686,92851,1547,86937919391482665856104034505425798344887896152893569019296764095671401641467723240483868324659200000,0.04244904,0.129287132,0.17173617200000002,2998,11156,3125,13182,953,5688,12354,35884,203,1,0.06904811300000001,0.095318651,0.164366764,2448,3290,2472,3536,52,3819,8996,17628
186,0.060679090000000005,1372,7919,1429,10155,571,6335,606,7945,415,10362,21225,36671,446,62591469846506434459179417600,0.030374766,0.114008969,0.144383735,571,4356,606,5272,336,2021,4043,12889,57,1,0.030443058000000002,0.06865325500000001,0.099096313,414,842,418,984,15,1054,2245,4079
602,0.36977110500000004,5091,18113,5234,22106,2349,13975,2427,16612,927,23386,44464,82090,1359,49753978782645833627194361367742490184024172454650072458587713709417441525760000000000,0.047692882000000006,0.12521422200000001,0.172907104,2349,9844,2427,11616,806,4853,10458,31088,200,1,0.05740133100000001,0.09613258400000001,0.15353391500000002,2104,2872,2133,3125,62,2995,6929,13704
2445,1.2143336630000001,19367,93187,20207,117863,8161,71825,8589,88254,5246,91419,180986,357562,7105,4606100998139496056580834066212576195288162425809963545780683756274737667932474566458849102615737823316137716992663759993038596294232515857345967572268212648386547825180857051283926748767259516889024818436032990280461179398028915856901601799398910479176163714566041295504501047902052309735761124415741092670920606944854576035974424273712662405436412739745626853156140368969859072000000000000000000000000,0.128405078,0.488786792,0.6171918700000001,8161,51424,8589,62055,4395,22320,47613,148623,649,1,0.164763718,0.183796018,0.348559736,6487,9242,6584,10109,122,11791,28194,49564
93,0.041310837,702,3557,723,4490,341,2806,350,3467,189,5801,11029,19128,195,2139522232320,0.013472673000000001,0.088814744,0.102287417,341,1937,350,2322,151,1043,2185,6146,31,1,0.021470147000000002,0.045750944,0.06722109100000001,295,390,294,413,0,503,1210,2143
229,0.05324667600000001,1879,7191,1916,8789,854,5377,878,6296,349,7907,14846,28317,719,5203477026797544426275023993052332032000,0.026237014000000003,0.11200994700000001,0.138246961,854,3512,878,4186,320,1559,3535,10471,63,1,0.042168161,0.090217345,0.13238550600000001,831,1050,850,1142,25,1101,2734,5403
